contract_id,family,asset,semantic_role,implementation,source_file,state_or_variant_proof,contract_evidence,browser_evidence,coverage_status,severity
buttons--danger--disabled--sm,buttons,danger--disabled--sm,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=danger; state=disabled; size=sm,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--danger--disabled--md,buttons,danger--disabled--md,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=danger; state=disabled; size=md,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--danger--disabled--lg,buttons,danger--disabled--lg,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=danger; state=disabled; size=lg,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--danger--loading--sm,buttons,danger--loading--sm,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=danger; state=loading; size=sm,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--danger--loading--md,buttons,danger--loading--md,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=danger; state=loading; size=md,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--danger--loading--lg,buttons,danger--loading--lg,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=danger; state=loading; size=lg,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--default--sm,buttons,success--default--sm,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=default; size=sm,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--default--md,buttons,success--default--md,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=default; size=md,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--default--lg,buttons,success--default--lg,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=default; size=lg,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--hover--sm,buttons,success--hover--sm,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=hover; size=sm,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--hover--md,buttons,success--hover--md,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=hover; size=md,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--hover--lg,buttons,success--hover--lg,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=hover; size=lg,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--pressed--sm,buttons,success--pressed--sm,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=pressed; size=sm,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--pressed--md,buttons,success--pressed--md,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=pressed; size=md,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--pressed--lg,buttons,success--pressed--lg,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=pressed; size=lg,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--focus--sm,buttons,success--focus--sm,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=focus; size=sm,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--focus--md,buttons,success--focus--md,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=focus; size=md,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--focus--lg,buttons,success--focus--lg,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=focus; size=lg,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--disabled--sm,buttons,success--disabled--sm,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=disabled; size=sm,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--disabled--md,buttons,success--disabled--md,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=disabled; size=md,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--disabled--lg,buttons,success--disabled--lg,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=disabled; size=lg,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--loading--sm,buttons,success--loading--sm,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=loading; size=sm,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--loading--md,buttons,success--loading--md,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=loading; size=md,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
buttons--success--loading--lg,buttons,success--loading--lg,action,MefButton,apps/practitioner-web/src/components/mef-primitives.tsx,tone=success; state=loading; size=lg,MefButton tone/state/size; focus-visible; disabled; aria-busy loading,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--text--default,inputs,text--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=text; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--text--focus,inputs,text--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=text; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--text--error,inputs,text--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=text; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--text--disabled,inputs,text--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=text; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--number--default,inputs,number--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=number; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--number--focus,inputs,number--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=number; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--number--error,inputs,number--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=number; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--number--disabled,inputs,number--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=number; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--search--default,inputs,search--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=search; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--search--focus,inputs,search--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=search; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--search--error,inputs,search--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=search; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--search--disabled,inputs,search--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=search; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--password--default,inputs,password--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=password; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--password--focus,inputs,password--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=password; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--password--error,inputs,password--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=password; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--password--disabled,inputs,password--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=password; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--textarea--default,inputs,textarea--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=textarea; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--textarea--focus,inputs,textarea--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=textarea; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--textarea--error,inputs,textarea--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=textarea; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--textarea--disabled,inputs,textarea--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=textarea; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--select--default,inputs,select--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=select; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--select--focus,inputs,select--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=select; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--select--error,inputs,select--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=select; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--select--disabled,inputs,select--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=select; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--multiselect--default,inputs,multiselect--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=multiselect; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--multiselect--focus,inputs,multiselect--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=multiselect; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--multiselect--error,inputs,multiselect--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=multiselect; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--multiselect--disabled,inputs,multiselect--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=multiselect; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--autocomplete--default,inputs,autocomplete--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=autocomplete; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--autocomplete--focus,inputs,autocomplete--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=autocomplete; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--autocomplete--error,inputs,autocomplete--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=autocomplete; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--autocomplete--disabled,inputs,autocomplete--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=autocomplete; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--date--default,inputs,date--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=date; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--date--focus,inputs,date--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=date; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--date--error,inputs,date--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=date; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--date--disabled,inputs,date--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=date; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--time--default,inputs,time--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=time; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--time--focus,inputs,time--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=time; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--time--error,inputs,time--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=time; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--time--disabled,inputs,time--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=time; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--command--default,inputs,command--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=command; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--command--focus,inputs,command--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=command; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--command--error,inputs,command--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=command; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--command--disabled,inputs,command--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=command; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--file-drop--default,inputs,file-drop--default,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=file-drop; state=default,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--file-drop--focus,inputs,file-drop--focus,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=file-drop; state=focus,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--file-drop--error,inputs,file-drop--error,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=file-drop; state=error,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
inputs--file-drop--disabled,inputs,file-drop--disabled,data-entry,MefField + native .mef-field control,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,type=file-drop; state=disabled,type/state contract; label association; focus/error/disabled CSS and aria-invalid seams,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--draft--default,status,draft--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=draft--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--draft--selected,status,draft--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=draft--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--imported--default,status,imported--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=imported--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--imported--selected,status,imported--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=imported--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--mapping-required--default,status,mapping-required--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=mapping-required--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--mapping-required--selected,status,mapping-required--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=mapping-required--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--mapped--default,status,mapped--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=mapped--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--mapped--selected,status,mapped--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=mapped--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--canonicalized--default,status,canonicalized--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=canonicalized--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--canonicalized--selected,status,canonicalized--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=canonicalized--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--needs-review--default,status,needs-review--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=needs-review--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--needs-review--selected,status,needs-review--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=needs-review--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--qualified--default,status,qualified--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=qualified--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--qualified--selected,status,qualified--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=qualified--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--verified--default,status,verified--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=verified--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--verified--selected,status,verified--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=verified--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--blocked--default,status,blocked--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=blocked--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--blocked--selected,status,blocked--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=blocked--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--forbidden-claim--default,status,forbidden-claim--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=forbidden-claim--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--forbidden-claim--selected,status,forbidden-claim--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=forbidden-claim--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--planned--default,status,planned--default,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=planned--default,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
status--planned--selected,status,planned--selected,status,MefStatusChip,apps/practitioner-web/src/components/mef-primitives.tsx; apps/practitioner-web/app/globals.css,asset=planned--selected,status/default-selected semantic chip contract,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--rail-item-active,navigation,rail-item-active,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=rail-item-active,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--rail-item-default,navigation,rail-item-default,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=rail-item-default,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--topbar,navigation,topbar,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=topbar,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--breadcrumb,navigation,breadcrumb,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=breadcrumb,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
navigation--tabs-active,navigation,tabs-active,navigation,AppShell + FilterBar + screen navigation patterns,apps/practitioner-web/src/components/app-shell.tsx; apps/practitioner-web/src/components/mef-patterns.tsx,asset=tabs-active,navigation surface contract; current/active/focus behavior,52 axe scans; 38 primary + 14 state route captures,MAPPED,NONE
